CVE,CVSS version,CVSS,EPSS,EPSS percentile
CVE-2006-5276,cvssMetricV2,10.0,0.87695,0.99442
CVE-2006-5559,cvssMetricV2,9.3,0.72081,0.98637
CVE-2006-5815,cvssMetricV2,10.0,0.72162,0.98642
CVE-2006-6076,cvssMetricV2,10.0,0.7398,0.98732
CVE-2006-6184,cvssMetricV2,10.0,0.82016,0.99159
CVE-2006-6425,cvssMetricV2,9.0,0.75978,0.98844
CVE-2006-6561,cvssMetricV2,9.3,0.73834,0.98726
CVE-2007-0018,cvssMetricV2,9.3,0.701,0.98543
CVE-2007-0031,cvssMetricV2,9.3,0.74387,0.9876
CVE-2007-0038,cvssMetricV2,9.3,0.89309,0.99521
CVE-2007-0071,cvssMetricV2,9.3,0.87686,0.9944
CVE-2007-0213,cvssMetricV2,10.0,0.79558,0.99027
CVE-2007-0216,cvssMetricV2,9.3,0.71265,0.986
CVE-2007-0217,cvssMetricV2,10.0,0.76216,0.98857
CVE-2007-0325,cvssMetricV2,9.3,0.73581,0.98716
CVE-2007-0348,cvssMetricV2,9.3,0.74294,0.98754
CVE-2007-0352,cvssMetricV2,9.3,0.80984,0.99096
CVE-2007-0449,cvssMetricV2,10.0,0.81657,0.99136
CVE-2007-0882,cvssMetricV2,10.0,0.91299,0.99649
CVE-2007-0940,cvssMetricV2,9.3,0.74938,0.98789
CVE-2007-1070,cvssMetricV2,10.0,0.77727,0.98936
CVE-2007-1373,cvssMetricV2,10.0,0.76457,0.98867
CVE-2007-1658,cvssMetricV2,9.3,0.74749,0.9878
CVE-2007-1674,cvssMetricV2,10.0,0.72563,0.98666
CVE-2007-1689,cvssMetricV2,10.0,0.73764,0.98723
CVE-2007-1748,cvssMetricV2,10.0,0.84055,0.9926
CVE-2007-1749,cvssMetricV2,9.3,0.75334,0.9881
CVE-2007-1819,cvssMetricV2,9.3,0.75132,0.98799
CVE-2007-1868,cvssMetricV2,10.0,0.75178,0.98801
CVE-2007-2139,cvssMetricV2,10.0,0.83801,0.9925
CVE-2007-2193,cvssMetricV2,9.3,0.75177,0.98801
CVE-2007-2217,cvssMetricV2,9.3,0.83131,0.99215
CVE-2007-2221,cvssMetricV2,9.3,0.70118,0.98544
CVE-2007-2223,cvssMetricV2,9.3,0.7065,0.9857
CVE-2007-2238,cvssMetricV2,9.3,0.75252,0.98804
CVE-2007-2280,cvssMetricV2,10.0,0.74921,0.98788
CVE-2007-2365,cvssMetricV2,9.3,0.70408,0.98556
CVE-2007-2386,cvssMetricV2,9.4,0.71927,0.98628
CVE-2007-2446,cvssMetricV2,10.0,0.78439,0.9897
CVE-2007-2711,cvssMetricV2,10.0,0.79226,0.99009
CVE-2007-2815,cvssMetricV2,10.0,0.87277,0.99416
CVE-2007-2864,cvssMetricV2,9.3,0.8143,0.99124
CVE-2007-2931,cvssMetricV2,9.3,0.77734,0.98937
CVE-2007-3010,cvssMetricV31,9.8,0.94212,0.99914
CVE-2007-3034,cvssMetricV2,9.3,0.75804,0.98835
CVE-2007-3039,cvssMetricV2,9.0,0.7756,0.98923
CVE-2007-3435,cvssMetricV2,9.3,0.76141,0.98853
CVE-2007-3456,cvssMetricV2,9.3,0.74258,0.98753
CVE-2007-3798,cvssMetricV31,9.8,0.74399,0.9876
CVE-2007-3895,cvssMetricV2,9.3,0.71055,0.98589
CVE-2007-3896,cvssMetricV2,9.3,0.8199,0.99157
CVE-2007-4474,cvssMetricV2,9.3,0.87468,0.99427
CVE-2007-4559,cvssMetricV31,9.8,0.86943,0.994
CVE-2007-4607,cvssMetricV2,9.3,0.83624,0.99241
CVE-2007-4620,cvssMetricV2,9.0,0.73995,0.98733
CVE-2007-4776,cvssMetricV2,9.3,0.81344,0.99119
CVE-2007-4880,cvssMetricV2,10.0,0.88938,0.99503
CVE-2007-4915,cvssMetricV2,10.0,0.78618,0.98981
CVE-2007-4916,cvssMetricV2,10.0,0.71291,0.98601
CVE-2007-5003,cvssMetricV2,10.0,0.82085,0.99162
CVE-2007-5082,cvssMetricV2,10.0,0.70512,0.98563
CVE-2007-5107,cvssMetricV2,9.3,0.76187,0.98855
CVE-2007-5243,cvssMetricV2,9.3,0.81567,0.9913
CVE-2007-5244,cvssMetricV2,9.3,0.77583,0.98925
CVE-2007-5348,cvssMetricV2,9.3,0.76417,0.98866
CVE-2007-5603,cvssMetricV2,9.3,0.71288,0.986
CVE-2007-6016,cvssMetricV2,9.3,0.7098,0.98586
CVE-2007-6166,cvssMetricV2,9.3,0.83919,0.99256
CVE-2007-6204,cvssMetricV2,10.0,0.81604,0.99133
CVE-2007-6507,cvssMetricV2,10.0,0.7136,0.98603
CVE-2008-0015,cvssMetricV2,9.3,0.84093,0.99264
CVE-2008-0067,cvssMetricV2,10.0,0.73102,0.98694
CVE-2008-0075,cvssMetricV2,10.0,0.725,0.98661
CVE-2008-0081,cvssMetricV31,9.8,0.81775,0.99142
CVE-2008-0086,cvssMetricV2,9.0,0.73361,0.98705
CVE-2008-0105,cvssMetricV2,9.3,0.7702,0.98898
CVE-2008-0106,cvssMetricV2,9.0,0.72626,0.9867
CVE-2008-0108,cvssMetricV2,9.3,0.76789,0.98884
CVE-2008-0112,cvssMetricV2,9.3,0.71916,0.98628
CVE-2008-0115,cvssMetricV2,9.3,0.71916,0.98628
CVE-2008-0116,cvssMetricV2,9.3,0.74375,0.98759
CVE-2008-0117,cvssMetricV2,9.3,0.7417,0.98744
CVE-2008-0118,cvssMetricV2,9.3,0.75862,0.98837
CVE-2008-0244,cvssMetricV2,10.0,0.89824,0.99555
CVE-2008-0320,cvssMetricV2,9.3,0.82,0.99157
CVE-2008-0532,cvssMetricV2,10.0,0.78715,0.98984
CVE-2008-0610,cvssMetricV2,9.3,0.72941,0.98686
CVE-2008-0655,cvssMetricV31,9.8,0.83614,0.9924
CVE-2008-1117,cvssMetricV2,10.0,0.76828,0.98886
CVE-2008-1309,cvssMetricV2,9.3,0.75112,0.98798
CVE-2008-1472,cvssMetricV2,9.3,0.76279,0.98861
CVE-2008-1491,cvssMetricV2,10.0,0.88773,0.99495
CVE-2008-1611,cvssMetricV2,10.0,0.81246,0.99113
CVE-2008-1661,cvssMetricV2,10.0,0.80524,0.99073
CVE-2008-1697,cvssMetricV2,10.0,0.81719,0.9914
CVE-2008-1724,cvssMetricV2,9.3,0.76967,0.98894
CVE-2008-1898,cvssMetricV2,9.3,0.81173,0.9911
CVE-2008-1914,cvssMetricV2,10.0,0.87481,0.99428
CVE-2008-2157,cvssMetricV2,10.0,0.84999,0.99303
CVE-2008-2161,cvssMetricV2,10.0,0.78902,0.98992
CVE-2008-2240,cvssMetricV2,10.0,0.83949,0.99256
CVE-2008-2245,cvssMetricV2,9.3,0.82512,0.99184
CVE-2008-2249,cvssMetricV2,9.3,0.70048,0.9854
CVE-2008-2551,cvssMetricV2,9.3,0.85104,0.99307
CVE-2008-2683,cvssMetricV2,9.3,0.79398,0.99018
CVE-2008-2703,cvssMetricV2,10.0,0.71685,0.98616
CVE-2008-3008,cvssMetricV2,9.3,0.78689,0.98984
CVE-2008-3012,cvssMetricV2,9.3,0.7209,0.98637
CVE-2008-3013,cvssMetricV2,9.3,0.74609,0.98769
CVE-2008-3014,cvssMetricV2,9.3,0.72911,0.98684
CVE-2008-3015,cvssMetricV2,9.3,0.72186,0.98643
CVE-2008-3257,cvssMetricV2,10.0,0.71508,0.9861
CVE-2008-3466,cvssMetricV2,10.0,0.87546,0.99431
CVE-2008-3471,cvssMetricV2,9.3,0.70054,0.98541
CVE-2008-3558,cvssMetricV2,9.3,0.77954,0.98948
CVE-2008-3704,cvssMetricV2,9.3,0.81776,0.99143
CVE-2008-3878,cvssMetricV2,9.3,0.7193,0.98629
CVE-2008-3892,cvssMetricV2,10.0,0.74007,0.98733
CVE-2008-3922,cvssMetricV2,9.3,0.91414,0.99657
CVE-2008-4008,cvssMetricV2,10.0,0.86757,0.9939
CVE-2008-4025,cvssMetricV2,9.3,0.71239,0.98599
CVE-2008-4037,cvssMetricV2,9.3,0.7553,0.9882
CVE-2008-4038,cvssMetricV2,10.0,0.72847,0.98679
CVE-2008-4193,cvssMetricV2,10.0,0.80446,0.9907
CVE-2008-4250,cvssMetricV2,10.0,0.94126,0.99902
CVE-2008-4385,cvssMetricV2,9.3,0.71885,0.98626
CVE-2008-4397,cvssMetricV2,10.0,0.85816,0.99345
CVE-2008-4449,cvssMetricV2,9.3,0.80993,0.99097
CVE-2008-4556,cvssMetricV2,10.0,0.78948,0.98994
CVE-2008-4572,cvssMetricV2,10.0,0.70907,0.98581
CVE-2008-4654,cvssMetricV2,9.3,0.79659,0.99034
CVE-2008-4687,cvssMetricV2,9.0,0.84825,0.99294
CVE-2008-4779,cvssMetricV2,10.0,0.7879,0.98986
CVE-2008-4828,cvssMetricV2,10.0,0.77418,0.98917
CVE-2008-4834,cvssMetricV2,10.0,0.71233,0.98598
CVE-2008-4837,cvssMetricV2,9.3,0.70923,0.98582
CVE-2008-4841,cvssMetricV2,9.3,0.71184,0.98594
CVE-2008-4844,cvssMetricV2,9.3,0.78745,0.98986
CVE-2008-5159,cvssMetricV2,10.0,0.74971,0.98791
CVE-2008-5353,cvssMetricV2,10.0,0.91368,0.99652
CVE-2008-5405,cvssMetricV2,9.3,0.82978,0.99208
CVE-2008-5416,cvssMetricV2,9.0,0.86855,0.99396
CVE-2008-5444,cvssMetricV2,10.0,0.74552,0.98764
CVE-2008-5448,cvssMetricV2,10.0,0.84009,0.99258
CVE-2008-5457,cvssMetricV2,10.0,0.81175,0.9911
CVE-2008-5492,cvssMetricV2,9.3,0.70177,0.98546
CVE-2008-5499,cvssMetricV2,9.3,0.88589,0.99485
CVE-2008-5619,cvssMetricV2,10.0,0.7718,0.98903
CVE-2008-5664,cvssMetricV2,9.3,0.78207,0.98961
CVE-2009-0075,cvssMetricV2,9.3,0.84554,0.99281
CVE-2009-0133,cvssMetricV2,10.0,0.72395,0.98655
CVE-2009-0183,cvssMetricV2,10.0,0.7952,0.99023
CVE-2009-0187,cvssMetricV2,9.3,0.71807,0.98621
CVE-2009-0220,cvssMetricV2,9.3,0.70966,0.98586
CVE-2009-0235,cvssMetricV2,9.3,0.72229,0.98647
CVE-2009-0323,cvssMetricV2,10.0,0.72818,0.98677
CVE-2009-0476,cvssMetricV2,9.3,0.83257,0.99225
CVE-2009-0545,cvssMetricV2,10.0,0.93967,0.9988
CVE-2009-0546,cvssMetricV2,9.3,0.8017,0.99055
CVE-2009-0553,cvssMetricV2,9.3,0.719,0.98627
CVE-2009-0565,cvssMetricV2,9.3,0.76558,0.98872
CVE-2009-0837,cvssMetricV2,10.0,0.83223,0.99221
CVE-2009-0950,cvssMetricV2,9.3,0.82109,0.99165
CVE-2009-1029,cvssMetricV2,9.3,0.71963,0.9863
CVE-2009-1130,cvssMetricV2,9.3,0.72242,0.98647
CVE-2009-1136,cvssMetricV2,9.3,0.87248,0.99414
CVE-2009-1151,cvssMetricV31,9.8,0.83757,0.99247
CVE-2009-1260,cvssMetricV2,9.3,0.74522,0.98764
CVE-2009-1350,cvssMetricV2,10.0,0.76554,0.98871
CVE-2009-1429,cvssMetricV2,10.0,0.89427,0.9953
CVE-2009-1533,cvssMetricV2,9.3,0.73508,0.98712
CVE-2009-1534,cvssMetricV2,9.3,0.7543,0.98815
CVE-2009-1831,cvssMetricV2,9.3,0.81169,0.99109
CVE-2009-1977,cvssMetricV2,10.0,0.85139,0.9931
CVE-2009-1978,cvssMetricV2,9.0,0.84039,0.9926
CVE-2009-1979,cvssMetricV2,10.0,0.78888,0.98991
CVE-2009-2011,cvssMetricV2,9.3,0.79241,0.9901
CVE-2009-2227,cvssMetricV2,10.0,0.72384,0.98654
CVE-2009-2261,cvssMetricV2,9.3,0.70587,0.98566
CVE-2009-2477,cvssMetricV2,9.3,0.83034,0.99211
CVE-2009-2484,cvssMetricV2,9.3,0.71229,0.98597
CVE-2009-2485,cvssMetricV2,9.3,0.80024,0.99049
CVE-2009-2500,cvssMetricV2,9.3,0.70753,0.98575
CVE-2009-2506,cvssMetricV2,9.3,0.71709,0.98617
CVE-2009-2514,cvssMetricV2,9.3,0.81818,0.99145
CVE-2009-2532,cvssMetricV2,10.0,0.73051,0.98693
CVE-2009-2685,cvssMetricV2,10.0,0.82852,0.99203
CVE-2009-2727,cvssMetricV2,9.3,0.75371,0.98812
CVE-2009-2990,cvssMetricV2,9.3,0.89125,0.99512
CVE-2009-3023,cvssMetricV2,9.0,0.77686,0.98932
CVE-2009-3031,cvssMetricV2,9.3,0.76853,0.98889
CVE-2009-3033,cvssMetricV2,9.3,0.72538,0.98664
CVE-2009-3068,cvssMetricV2,9.3,0.90721,0.9961
CVE-2009-3103,cvssMetricV2,10.0,0.91614,0.9967
CVE-2009-3429,cvssMetricV2,9.3,0.7195,0.9863
CVE-2009-3459,cvssMetricV2,9.3,0.89517,0.99534
CVE-2009-3672,cvssMetricV2,9.3,0.79517,0.99023
CVE-2009-3699,cvssMetricV2,10.0,0.70735,0.98574
CVE-2009-3711,cvssMetricV2,10.0,0.78944,0.98993
CVE-2009-3837,cvssMetricV2,9.3,0.70743,0.98575
CVE-2009-3843,cvssMetricV2,10.0,0.87476,0.99428
CVE-2009-3849,cvssMetricV2,10.0,0.85357,0.99324
CVE-2009-3853,cvssMetricV2,9.3,0.7393,0.98729
CVE-2009-3867,cvssMetricV2,9.3,0.90397,0.99591
CVE-2009-3869,cvssMetricV2,9.3,0.85063,0.99305
CVE-2009-3999,cvssMetricV2,10.0,0.7336,0.98705
CVE-2009-4006,cvssMetricV2,10.0,0.76025,0.98847
CVE-2009-4178,cvssMetricV2,10.0,0.87606,0.99437
CVE-2009-4179,cvssMetricV2,10.0,0.80487,0.99071
CVE-2009-4188,cvssMetricV2,10.0,0.88372,0.99475
CVE-2009-4189,cvssMetricV2,10.0,0.85126,0.99308
CVE-2009-4195,cvssMetricV2,9.3,0.87197,0.99411
CVE-2009-4660,cvssMetricV2,10.0,0.83142,0.99218
CVE-2009-4988,cvssMetricV2,10.0,0.80845,0.99089
CVE-2010-0033,cvssMetricV2,9.3,0.78636,0.98982
CVE-2010-0103,cvssMetricV2,9.3,0.76775,0.98883
CVE-2010-0219,cvssMetricV2,10.0,0.93877,0.99868
CVE-2010-0250,cvssMetricV2,9.3,0.71235,0.98598
CVE-2010-0266,cvssMetricV2,9.3,0.82762,0.99199
CVE-2010-0270,cvssMetricV2,10.0,0.81391,0.99122
CVE-2010-0361,cvssMetricV2,10.0,0.88394,0.99476
CVE-2010-0425,cvssMetricV2,10.0,0.876,0.99435
CVE-2010-0477,cvssMetricV2,10.0,0.82289,0.99174
CVE-2010-0478,cvssMetricV2,9.3,0.78682,0.98983
CVE-2010-0480,cvssMetricV2,9.3,0.81749,0.99141
CVE-2010-0679,cvssMetricV2,9.3,0.74701,0.98775
CVE-2010-0688,cvssMetricV2,9.3,0.70188,0.98547
CVE-2010-0805,cvssMetricV2,9.3,0.89321,0.99523
CVE-2010-0806,cvssMetricV2,9.3,0.91165,0.99636
CVE-2010-0822,cvssMetricV2,9.3,0.80447,0.9907
CVE-2010-0840,cvssMetricV31,9.8,0.9219,0.99707
CVE-2010-0886,cvssMetricV2,10.0,0.77976,0.98949
CVE-2010-1240,cvssMetricV2,9.3,0.92002,0.99692
CVE-2010-1318,cvssMetricV2,10.0,0.77594,0.98927
CVE-2010-1549,cvssMetricV2,10.0,0.88609,0.99486
CVE-2010-1552,cvssMetricV2,10.0,0.82377,0.9918
CVE-2010-1553,cvssMetricV2,10.0,0.86909,0.99398
CVE-2010-1554,cvssMetricV2,10.0,0.81518,0.99129
CVE-2010-1555,cvssMetricV2,10.0,0.81174,0.9911
CVE-2010-1807,cvssMetricV2,9.3,0.80553,0.99075
CVE-2010-1818,cvssMetricV2,9.3,0.76511,0.98869
CVE-2010-1885,cvssMetricV2,9.3,0.9239,0.99724
CVE-2010-1960,cvssMetricV2,10.0,0.73403,0.98708
CVE-2010-1961,cvssMetricV2,10.0,0.73403,0.98708
CVE-2010-2343,cvssMetricV2,9.3,0.76841,0.98889
CVE-2010-2550,cvssMetricV2,10.0,0.82012,0.99158
CVE-2010-2553,cvssMetricV2,9.3,0.74236,0.98752
CVE-2010-2703,cvssMetricV2,10.0,0.82563,0.99187
CVE-2010-2709,cvssMetricV2,9.3,0.85654,0.99337
CVE-2010-2729,cvssMetricV2,9.3,0.72116,0.98639
CVE-2010-2861,cvssMetricV31,9.8,0.9429,0.99931
CVE-2010-2965,cvssMetricV2,10.0,0.93841,0.99865
CVE-2010-3187,cvssMetricV2,10.0,0.79528,0.99024
CVE-2010-3189,cvssMetricV2,9.3,0.76551,0.98871
CVE-2010-3275,cvssMetricV2,9.3,0.86659,0.99384
CVE-2010-3407,cvssMetricV2,9.3,0.77741,0.98938
CVE-2010-3552,cvssMetricV2,10.0,0.82665,0.99192
CVE-2010-3563,cvssMetricV2,10.0,0.89064,0.99508
CVE-2010-3653,cvssMetricV2,9.3,0.77779,0.98939
CVE-2010-3654,cvssMetricV2,9.3,0.9364,0.99841
CVE-2010-3765,cvssMetricV2,9.3,0.8735,0.99419
CVE-2010-3962,cvssMetricV2,9.3,0.90942,0.99622
CVE-2010-3970,cvssMetricV2,9.3,0.84462,0.99278
CVE-2010-3971,cvssMetricV2,9.3,0.86286,0.99367
CVE-2010-3972,cvssMetricV2,10.0,0.91689,0.99672
CVE-2010-3973,cvssMetricV2,9.3,0.82011,0.99158
CVE-2010-4221,cvssMetricV2,10.0,0.91958,0.9969
CVE-2010-4279,cvssMetricV2,10.0,0.87105,0.99407
CVE-2010-4452,cvssMetricV2,10.0,0.85353,0.99324
CVE-2010-4566,cvssMetricV2,9.3,0.71849,0.98624
CVE-2010-4588,cvssMetricV2,9.3,0.73587,0.98716
CVE-2011-0027,cvssMetricV2,9.3,0.71027,0.98588
CVE-2011-0041,cvssMetricV2,9.3,0.76259,0.98859
CVE-2011-0065,cvssMetricV2,10.0,0.82845,0.99203
CVE-2011-0073,cvssMetricV2,10.0,0.81161,0.99109
CVE-2011-0101,cvssMetricV2,9.3,0.70224,0.98549
CVE-2011-0105,cvssMetricV2,9.3,0.89418,0.99528
CVE-2011-0222,cvssMetricV2,9.3,0.79795,0.99039
CVE-2011-0257,cvssMetricV2,9.3,0.8475,0.99291
CVE-2011-0266,cvssMetricV2,10.0,0.79792,0.99038
CVE-2011-0267,cvssMetricV2,10.0,0.81069,0.99102
CVE-2011-0276,cvssMetricV2,10.0,0.86766,0.99391
CVE-2011-0517,cvssMetricV2,9.3,0.73796,0.98725
CVE-2011-0531,cvssMetricV2,9.3,0.74075,0.9874
CVE-2011-0647,cvssMetricV2,10.0,0.70972,0.98586
CVE-2011-0654,cvssMetricV2,10.0,0.79594,0.99029
CVE-2011-0807,cvssMetricV2,10.0,0.88889,0.99502
CVE-2011-0922,cvssMetricV2,10.0,0.82006,0.99158
CVE-2011-0923,cvssMetricV2,10.0,0.89891,0.99558
CVE-2011-0978,cvssMetricV2,9.3,0.8167,0.99137
CVE-2011-1213,cvssMetricV2,9.3,0.81774,0.99142
CVE-2011-1248,cvssMetricV2,9.3,0.89419,0.99528
CVE-2011-1255,cvssMetricV2,9.3,0.79528,0.99024
CVE-2011-1260,cvssMetricV2,9.3,0.82497,0.99184
CVE-2011-1566,cvssMetricV2,10.0,0.77663,0.9893
CVE-2011-1567,cvssMetricV2,10.0,0.8011,0.99051
CVE-2011-1591,cvssMetricV2,9.3,0.82124,0.99166
CVE-2011-1653,cvssMetricV2,10.0,0.74352,0.98757
CVE-2011-1865,cvssMetricV2,10.0,0.89431,0.9953
CVE-2011-1866,cvssMetricV2,10.0,0.75255,0.98804
CVE-2011-1889,cvssMetricV31,9.8,0.88151,0.99464
CVE-2011-1996,cvssMetricV2,9.3,0.84051,0.9926
CVE-2011-1999,cvssMetricV2,9.3,0.72428,0.98657
CVE-2011-2003,cvssMetricV2,9.3,0.70736,0.98574
CVE-2011-2089,cvssMetricV2,9.3,0.70683,0.98572
CVE-2011-2110,cvssMetricV2,10.0,0.91425,0.99657
CVE-2011-2140,cvssMetricV2,10.0,0.89835,0.99555
CVE-2011-2217,cvssMetricV2,9.3,0.88252,0.99468
CVE-2011-2371,cvssMetricV2,10.0,0.82996,0.99209
CVE-2011-2462,cvssMetricV31,9.8,0.93357,0.9981
CVE-2011-2523,cvssMetricV31,9.8,0.94261,0.99926
CVE-2011-2595,cvssMetricV2,10.0,0.73535,0.98714
CVE-2011-2653,cvssMetricV2,10.0,0.86814,0.99393
CVE-2011-2882,cvssMetricV2,9.3,0.75017,0.98792
CVE-2011-2921,cvssMetricV31,9.8,0.71594,0.98614
CVE-2011-2950,cvssMetricV2,9.3,0.71547,0.98611
CVE-2011-3167,cvssMetricV2,10.0,0.761,0.9885
CVE-2011-3175,cvssMetricV2,10.0,0.76094,0.98849
CVE-2011-3176,cvssMetricV2,10.0,0.76094,0.98849
CVE-2011-3322,cvssMetricV2,10.0,0.75051,0.98794
CVE-2011-3400,cvssMetricV2,9.3,0.85207,0.99316
CVE-2011-3402,cvssMetricV2,9.3,0.92666,0.99747
CVE-2011-3492,cvssMetricV2,10.0,0.78299,0.98966
CVE-2011-3494,cvssMetricV2,10.0,0.77721,0.98936
CVE-2011-3497,cvssMetricV2,10.0,0.73387,0.98707
CVE-2011-3544,cvssMetricV31,9.8,0.93005,0.99777
